user_id,age,last_month_salary,debt_ratio,using_lines_not_secured_personal_assets,total_loan,more_90_days_overdue,default_flag,age_risk,salary_risk,debt_ratio_risk,using_lines_risk,total_loan_risk,more_90_days_risk,risk_score,pagador_status
16865,37,5400,479.0,0.997336884,4,1,1,1,0,0,1,1,1,4,mau pagador
18076,37,5400,632.0,0.89871612,4,1,1,1,0,0,1,1,1,4,mau pagador
5738,40,11100,0.166201243,0.981061052,4,1,1,1,0,0,1,1,1,4,mau pagador
19630,41,3600,0.523743405,1.015126958,4,1,1,1,1,1,1,1,1,6,mau pagador
10520,43,4000,0.157460635,0.84359401,4,1,1,1,1,0,1,1,1,5,mau pagador
896,43,2500,0.259096361,0.901180282,4,1,1,1,1,0,1,1,1,5,mau pagador
32975,43,5500,0.121796037,1.174362509,4,1,1,1,0,0,1,1,1,4,mau pagador
4060,43,7800,0.316113319,1.150584942,4,1,1,1,0,0,1,1,1,4,mau pagador
25292,44,4737,0.257492613,1.084366253,4,1,1,1,1,0,1,1,1,5,mau pagador
31931,45,5400,2430.0,0.9999999,4,1,1,1,0,0,1,1,1,4,mau pagador
3136,51,4666,0.559460039,0.9999999,4,1,1,0,1,1,1,1,1,5,mau pagador
3507,54,4760,0.269481201,0.9999999,4,1,1,0,1,0,1,1,1,4,mau pagador
23172,55,5400,2789.0,0.9999999,4,1,1,0,0,0,1,1,1,3,mau pagador
30190,57,5400,0.298092946,0.9999999,4,1,1,0,0,0,1,1,1,3,mau pagador
13726,71,2872,0.278454577,0.9999999,4,1,1,0,1,0,1,1,1,4,mau pagador
34161,73,6266,1.351364289,0.848717094,4,1,1,0,0,1,1,1,1,4,mau pagador
20899,27,2090,0.029650885,0.9999999,5,1,1,1,1,0,1,1,1,5,mau pagador
9111,27,1040,0.314121037,1.08985025,5,1,1,1,1,0,1,1,1,5,mau pagador
21604,29,5150,0.331391963,1.113318224,5,1,1,1,1,0,1,1,1,5,mau pagador
35247,31,1200,0.149875104,0.9999999,5,1,1,1,1,0,1,1,1,5,mau pagador
31111,31,6000,0.486918847,0.994562357,5,1,1,1,0,1,1,1,1,5,mau pagador
18556,32,2475,1.688206785,0.9999999,5,1,1,1,1,1,1,1,1,6,mau pagador
5777,33,3037,0.416721527,1.343012704,5,1,1,1,1,0,1,1,1,5,mau pagador
4793,34,2000,0.540229885,0.555892154,5,1,1,1,1,1,0,1,1,5,mau pagador
31725,35,4000,0.194451387,2.641791045,5,1,1,1,1,0,1,1,1,5,mau pagador
12119,36,5967,0.437164879,0.682878081,5,1,1,1,0,0,1,1,1,4,mau pagador
25364,37,5000,0.107578484,1.101796407,5,1,1,1,1,0,1,1,1,5,mau pagador
20555,38,3200,0.39737582,0.986602679,5,1,1,1,1,0,1,1,1,5,mau pagador
22923,38,5400,1708.0,0.9999999,5,1,1,1,0,0,1,1,1,4,mau pagador
3149,39,5400,742.0,1.241953385,5,1,1,1,0,0,1,1,1,4,mau pagador
15970,40,2500,0.275089964,1.422885572,5,1,1,1,1,0,1,1,1,5,mau pagador
12212,41,5000,0.74145171,0.947605239,5,1,1,1,1,1,1,1,1,6,mau pagador
5229,41,2100,0.41170871,0.996003996,5,1,1,1,1,0,1,1,1,5,mau pagador
15148,44,5400,2687.0,0.953488372,5,1,1,1,0,0,1,1,1,4,mau pagador
17168,44,5400,361.0,4.794003331,5,1,1,1,0,0,1,1,1,4,mau pagador
8654,44,2833,0.668313338,0.977624375,5,1,1,1,1,1,1,1,1,6,mau pagador
27418,45,5400,611.0,1.014109347,5,1,1,1,0,0,1,1,1,4,mau pagador
29585,46,5808,0.677397142,1.00939812,5,1,1,1,0,1,1,1,1,5,mau pagador
35281,49,1400,0.241970021,1.004266098,5,1,1,0,1,0,1,1,1,4,mau pagador
7187,51,5400,1928.0,1.613968598,5,1,1,0,0,0,1,1,1,3,mau pagador
23063,55,2750,0.793529626,0.754853762,5,1,1,0,1,1,1,1,1,5,mau pagador
32606,56,6000,0.817197134,0.9999999,5,1,1,0,0,1,1,1,1,4,mau pagador
35451,67,6215,0.432593308,1.074949464,5,1,1,0,0,0,1,1,1,3,mau pagador
26550,27,4500,0.38969118,0.9999999,6,1,1,1,1,0,1,1,1,5,mau pagador
1648,28,4161,0.185968284,0.951699739,6,1,1,1,1,0,1,1,1,5,mau pagador
27647,29,5400,287.0,0.550561798,6,1,1,1,0,0,0,1,1,3,mau pagador
24777,36,2500,0.285485806,1.048252912,6,1,1,1,1,0,1,1,1,5,mau pagador
20898,36,5400,526.0,0.729549586,6,1,1,1,0,0,1,1,1,4,mau pagador
18875,38,3500,0.588974579,0.910454394,6,1,1,1,1,1,1,1,1,6,mau pagador
34342,39,2556,1.321861557,0.625687156,6,1,1,1,1,1,0,1,1,5,mau pagador
26795,40,8000,0.605674291,1.211060948,6,1,1,1,0,1,1,1,1,5,mau pagador
26358,40,0,3122.0,0.92374874,6,1,1,1,1,0,1,1,1,5,mau pagador
18272,43,5200,0.128436839,0.963398376,6,1,1,1,1,0,1,1,1,5,mau pagador
27649,45,5000,0.26094781,1.035953551,6,1,1,1,1,0,1,1,1,5,mau pagador
8345,45,7848,0.089183335,0.787026622,6,1,1,1,0,0,1,1,1,4,mau pagador
18688,47,5400,640.0,0.858596679,6,1,1,1,0,0,1,1,1,4,mau pagador
13063,48,12147,0.127428383,0.603445624,6,1,1,1,0,0,0,1,1,3,mau pagador
8165,48,6692,0.292693859,0.769230769,6,1,1,0,0,0,1,1,1,3,mau pagador
34761,48,4860,0.035383666,1.308364544,6,1,1,0,1,0,1,1,1,4,mau pagador
29259,50,8000,0.637295338,0.871863663,6,1,1,0,0,1,1,1,1,4,mau pagador
8344,51,4741,0.235343737,0.72927242,6,1,1,0,1,0,1,1,1,4,mau pagador
15815,57,2260,0.302963291,0.9999999,6,1,1,0,1,0,1,1,1,4,mau pagador
7336,63,1400,0.901498929,0.838959212,6,1,1,0,1,1,1,1,1,5,mau pagador
15139,67,5400,2562.0,1.056250806,6,1,1,0,0,0,1,1,1,3,mau pagador
8515,31,3000,0.487837388,0.770854551,7,1,1,1,1,1,1,0,1,5,mau pagador
3902,32,2200,0.517946388,0.341317365,7,1,1,1,1,1,0,0,1,4,mau pagador
35273,33,5400,5225.0,1.098371777,7,1,1,1,0,0,1,0,1,3,mau pagador
10613,37,12000,0.14515457,0.944043998,7,1,1,1,0,0,1,0,1,3,mau pagador
20410,45,3968,1.151927438,0.0,7,1,1,1,1,1,0,0,1,4,mau pagador
13218,52,5573,0.581808396,0.9999999,7,1,1,0,0,1,1,0,1,3,mau pagador
34684,56,3725,0.173376275,0.999300797,7,1,1,0,1,0,1,0,1,3,mau pagador
2891,59,5210,0.55824218,1.023147514,7,1,1,0,1,1,1,0,1,4,mau pagador
13446,29,3000,0.621126291,1.071071627,8,1,1,1,1,1,1,0,1,5,mau pagador
20791,34,5400,2352.0,0.945379176,8,1,1,1,0,0,1,0,1,3,mau pagador
33085,38,6750,0.38394312,0.996949411,8,1,1,1,0,0,1,0,1,3,mau pagador
9985,39,2827,0.961810467,1.027255833,8,1,1,1,1,1,1,0,1,5,mau pagador
3859,51,4333,0.295800646,1.171502257,8,1,1,0,1,0,1,0,1,3,mau pagador
23553,51,3400,0.171420171,0.948305291,8,1,1,0,1,0,1,0,1,3,mau pagador
30031,56,3761,0.522594365,1.076558266,8,1,1,0,1,1,1,0,1,4,mau pagador
31348,61,6426,0.779835071,0.676665417,8,1,1,0,0,1,1,0,1,3,mau pagador
19369,30,4500,0.424127972,1.301199467,9,1,1,1,1,0,1,0,1,4,mau pagador
19657,31,3347,0.741338112,0.525418377,9,1,1,1,1,1,0,0,1,4,mau pagador
2092,34,2400,0.434818825,0.724171731,9,1,1,1,1,0,1,0,1,4,mau pagador
1679,35,5400,1384.0,0.9999999,9,1,1,1,0,0,1,0,1,3,mau pagador
5193,37,5059,0.235770751,0.72204872,9,1,1,1,1,0,1,0,1,4,mau pagador
2119,38,6000,0.411931345,1.118752499,9,1,1,1,0,0,1,0,1,3,mau pagador
5110,41,6800,0.019997059,0.961259685,9,1,1,1,0,0,1,0,1,3,mau pagador
18616,43,11499,0.38626087,1.160557407,9,1,1,1,0,0,1,0,1,3,mau pagador
23629,79,3000,0.929356881,0.526116946,9,1,1,0,1,1,0,0,1,3,mau pagador
23043,37,5600,1.039100161,0.986114968,10,1,1,1,0,1,1,0,1,4,mau pagador
19660,43,6550,0.37139368,0.860840581,10,1,1,1,0,0,1,0,1,3,mau pagador
31138,43,5400,4178.0,0.927642115,10,1,1,1,0,0,1,0,1,3,mau pagador
17752,45,637,2.594043887,0.992001524,10,1,1,1,1,1,1,0,1,5,mau pagador
32235,56,3178,0.078011953,0.906749556,10,1,1,0,1,0,1,0,1,3,mau pagador
5371,63,3487,1.196387615,1.049256506,10,1,1,0,1,1,1,0,1,4,mau pagador
5440,85,2500,0.475809676,1.867109635,10,1,1,0,1,1,1,0,1,4,mau pagador
4179,35,12833,0.718793829,0.935441535,11,1,1,1,0,1,1,0,1,4,mau pagador
20587,37,5166,0.522934004,0.885852358,11,1,1,1,1,1,1,0,1,5,mau pagador
22350,38,5083,0.437647522,0.717569535,11,1,1,1,1,0,1,0,1,4,mau pagador
34421,40,3500,1.013424736,0.9109375,11,1,1,1,1,1,1,0,1,5,mau pagador
34603,40,3278,0.381213785,0.765082267,11,1,1,1,1,0,1,0,1,4,mau pagador
9260,48,2250,1.030208796,0.832322402,11,1,1,0,1,1,1,0,1,4,mau pagador
23030,48,2200,1.886869605,0.894240485,11,1,1,1,1,1,1,0,1,5,mau pagador
19324,32,5000,0.907618476,3.875122911,12,1,1,1,1,1,1,0,1,5,mau pagador
35553,33,6500,0.145823719,1.053157807,12,1,1,1,0,0,1,0,1,3,mau pagador
5028,36,4641,1.514218009,0.985569986,12,1,1,1,1,1,1,0,1,5,mau pagador
35220,37,8000,0.582177228,0.958078039,12,1,1,1,0,1,1,0,1,4,mau pagador
15146,41,3900,0.438092797,0.9332617,12,1,1,1,1,0,1,0,1,4,mau pagador
9697,36,450,9.184035477,0.931285633,13,1,1,1,1,0,1,0,1,4,mau pagador
22491,42,8942,0.180699989,0.92161148,13,1,1,1,0,0,1,0,1,3,mau pagador
8730,59,4916,0.638397397,1.031011285,13,1,1,0,1,1,1,0,1,4,mau pagador
16429,66,1053,0.552182163,1.09017287,13,1,1,0,1,1,1,0,1,4,mau pagador
8119,66,2690,0.968784838,0.499000074,13,1,1,0,1,1,0,0,1,3,mau pagador
26624,32,5055,0.333662975,0.316277255,14,1,1,1,1,0,0,0,1,3,mau pagador
6697,34,5500,0.731139793,1.03419253,14,1,1,1,0,1,1,0,1,4,mau pagador
2281,37,3000,0.428523825,0.109172533,14,1,1,1,1,0,0,0,1,3,mau pagador
269,38,8000,0.882389701,1.092301238,14,1,1,1,0,1,1,0,1,4,mau pagador
33170,44,8733,0.378406229,1.04598978,14,1,1,1,0,0,1,0,1,3,mau pagador
7726,44,4166,0.691864651,0.876017712,14,1,1,1,1,1,1,0,1,5,mau pagador
11890,28,2200,0.784189005,0.802488336,15,1,1,1,1,1,1,0,1,5,mau pagador
26574,42,9433,0.25991096,0.834864985,15,1,1,1,0,0,1,0,1,3,mau pagador
14361,45,11350,0.659060876,0.909003988,15,1,1,1,0,1,1,0,1,4,mau pagador
9064,46,10400,0.794058264,0.798931375,15,1,1,1,0,1,1,0,1,4,mau pagador
13960,48,5400,4675.0,0.804787516,15,1,1,1,0,0,1,0,1,3,mau pagador
20957,54,3702,0.588711855,0.874971807,15,1,1,0,1,1,1,0,1,4,mau pagador
7256,59,2960,0.840594394,1.090539796,15,1,1,0,1,1,1,0,1,4,mau pagador
1131,45,4500,0.243057098,1.010747313,16,1,1,1,1,0,1,0,1,4,mau pagador
2428,47,5400,1404.0,1.103980194,17,1,1,1,0,0,1,0,1,3,mau pagador
27413,51,3685,0.534183397,0.993469684,17,1,1,0,1,1,1,0,1,4,mau pagador
7038,54,2780,1.666307084,0.800047039,19,1,1,0,1,1,1,0,1,4,mau pagador
17627,40,3408,0.606922851,0.960803931,23,1,1,1,1,1,1,0,1,5,mau pagador
7363,43,17118,0.631462118,0.648918911,23,1,1,1,0,1,0,0,1,3,mau pagador
21977,50,4400,1.346057714,0.48299672,26,1,1,0,1,1,0,0,1,3,mau pagador
16313,42,3770,1.241580483,0.960691923,29,1,1,1,1,1,1,0,1,5,mau pagador
33474,21,5400,112.0,0.9999999,1,0,0,1,0,0,1,1,0,3,bom pagador
35630,21,700,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
18209,21,1300,0.101460415,0.512479201,1,0,0,1,1,0,0,1,0,3,bom pagador
28075,21,5400,12.0,0.816367265,1,0,0,1,0,0,1,1,0,3,bom pagador
8870,21,5400,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,bom pagador
3985,21,3300,0.001211754,0.289421158,1,0,0,1,1,0,0,1,0,3,bom pagador
2932,21,5400,9.0,0.445078459,1,0,0,1,0,0,0,1,0,2,bom pagador
17258,21,845,0.0,0.0,1,0,0,1,1,0,0,1,0,3,bom pagador
4732,21,550,0.176043557,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
18682,21,5400,34.0,0.9999999,1,0,0,1,0,0,1,1,0,3,bom pagador
22623,21,2420,0.005369682,0.898203593,1,0,0,1,1,0,1,1,0,4,bom pagador
35429,21,2250,0.107507774,0.626674665,1,0,0,1,1,0,0,1,0,3,bom pagador
12520,21,0,0.0,0.0,1,0,0,1,1,0,0,1,0,3,bom pagador
2303,21,5400,672.0,0.974392418,1,0,0,1,0,0,1,1,0,3,bom pagador
24559,21,0,0.0,0.017964072,1,0,0,1,1,0,0,1,0,3,bom pagador
15009,21,1,0.0,0.0,1,0,0,1,1,0,0,1,0,3,bom pagador
16848,21,0,0.0,0.0,1,0,0,1,1,0,0,1,0,3,bom pagador
9754,21,854,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
15684,21,5400,0.0,0.0,1,0,0,1,0,0,0,1,0,2,bom pagador
13372,21,2000,0.0,0.0,1,0,0,1,1,0,0,1,0,3,bom pagador
27733,21,1000,0.010989011,0.36963037,1,0,0,1,1,0,0,1,0,3,bom pagador
15572,22,1900,0.007890584,1.007984032,1,0,0,1,1,0,1,1,0,4,bom pagador
33270,22,5400,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,bom pagador
21325,22,1300,0.019215988,0.772025431,1,0,0,1,1,0,1,1,0,4,bom pagador
30240,22,929,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
22193,22,1200,0.205661948,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
3904,22,1,0.5,0.129740519,1,0,0,1,1,1,0,1,0,4,bom pagador
23671,22,929,0.027956989,0.885114885,1,0,0,1,1,0,1,1,0,4,bom pagador
20557,22,0,22.0,0.148770246,1,0,0,1,1,0,0,1,0,3,bom pagador
19143,22,820,0.0,0.0,1,0,0,1,1,0,0,1,0,3,bom pagador
6923,22,7370,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,bom pagador
19053,22,820,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
14112,22,0,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
26111,22,1400,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
4197,22,5400,2.0,0.074925075,1,0,0,1,1,1,0,1,0,4,bom pagador
23577,22,820,0.007308161,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
32951,22,5400,1.0,0.126245847,1,0,0,1,0,1,0,1,0,3,bom pagador
2822,22,3800,0.00394633,1.035928144,1,0,0,1,1,0,1,1,0,4,bom pagador
30918,22,2083,0.051823417,0.0,1,0,0,1,1,0,0,1,0,3,bom pagador
34458,22,300,0.006644518,0.08991009,1,0,0,1,1,0,0,1,0,3,bom pagador
18697,22,1600,0.0,0.018981019,1,0,0,1,1,0,0,1,0,3,bom pagador
6546,22,704,0.0,0.051896208,1,0,0,1,1,0,0,1,0,3,bom pagador
21887,22,526,0.007590133,0.504983389,1,0,0,1,1,0,0,1,0,3,bom pagador
25469,22,5400,346.0,0.9999999,1,0,0,1,0,0,1,1,0,3,bom pagador
7779,22,100,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
6309,22,0,8.0,0.552894212,1,0,0,1,1,0,0,1,0,3,bom pagador
6011,22,1900,0.221462388,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
24115,22,3600,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
35583,22,450,0.002217295,0.089871612,1,0,0,1,1,0,0,1,0,3,bom pagador
20779,22,0,0.0,0.0499002,1,0,0,1,1,0,0,1,0,3,bom pagador
12603,22,929,0.0,0.015968064,1,0,0,1,1,0,0,1,0,3,bom pagador
17182,22,2000,0.006496752,0.723793677,1,0,0,1,1,0,1,1,0,4,bom pagador
7252,22,1760,0.138557638,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
34849,22,1700,0.132275132,0.9999999,1,1,0,1,1,0,1,1,1,5,bom pagador
34674,22,1000,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
3319,22,5400,1.0,0.052434457,1,0,0,1,0,1,0,1,0,3,bom pagador
13819,22,5400,62.0,1.046976512,1,0,0,1,0,0,1,1,0,3,bom pagador
7825,22,820,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
23737,22,820,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
9696,22,0,36.0,0.522477522,1,0,0,1,1,0,0,1,0,3,bom pagador
32341,22,350,0.991452991,0.9999999,1,0,0,1,1,1,1,1,0,5,bom pagador
2243,23,820,0.010962241,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
28293,23,1800,0.036646308,0.739086971,1,0,0,1,1,0,1,1,0,4,bom pagador
31183,23,1300,0.007686395,0.15810995,1,0,0,1,1,0,0,1,0,3,bom pagador
34629,23,929,0.008602151,0.179213857,1,0,0,1,1,0,0,1,0,3,bom pagador
15726,23,5400,14.0,0.938123752,1,0,0,1,0,0,1,1,0,3,bom pagador
2393,23,1000,0.107892108,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
20127,23,500,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
20894,23,3200,0.146204311,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
1791,23,200,0.592039801,0.0,1,0,0,1,1,1,0,1,0,4,bom pagador
34659,23,800,0.02247191,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
19133,23,2000,0.004497751,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
17810,23,2364,0.006765328,1.113772455,1,0,0,1,1,0,1,1,0,4,bom pagador
23337,23,0,2.0,0.07992008,1,0,0,1,1,1,0,1,0,4,bom pagador
32806,23,864,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
2262,23,1200,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
3314,23,5400,582.0,0.9999999,1,0,0,1,0,0,1,1,0,3,bom pagador
14274,23,3500,0.001713796,0.045823787,1,0,0,1,1,0,0,1,0,3,bom pagador
35680,23,736,0.242876526,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
24688,23,820,0.014616322,0.270486342,1,0,0,1,1,0,0,1,0,3,bom pagador
10655,23,3586,0.151658768,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
29602,23,820,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
24255,23,1000,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
9347,23,0,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
2757,23,5400,0.0,0.0,1,0,0,1,0,0,0,1,0,2,bom pagador
29965,23,5400,0.0,0.0,1,0,0,1,0,0,0,1,0,2,bom pagador
23215,23,898,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
24679,23,5400,1.0,0.9999999,1,0,0,1,0,1,1,1,0,4,bom pagador
21989,23,5400,4.0,0.9999999,1,0,0,1,0,1,1,1,0,4,bom pagador
32879,23,820,0.002436054,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
27519,23,820,0.001218027,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
16494,23,2600,0.006920415,0.629370629,1,0,0,1,1,0,0,1,0,3,bom pagador
223,23,1200,0.208992506,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
6735,23,1200,0.229808493,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
3569,23,0,0.0,0.0,1,0,0,1,1,0,0,1,0,3,bom pagador
6329,23,1641,0.009135201,0.102779444,1,0,0,1,1,0,0,1,0,3,bom pagador
6958,23,5400,40.0,0.522674865,1,0,0,1,0,0,0,1,0,2,bom pagador
13724,23,5400,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,bom pagador
28152,23,1200,0.000832639,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
24963,23,1100,0.069936421,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
26965,23,500,0.037924152,0.0,1,0,0,1,1,0,0,1,0,3,bom pagador
7486,23,1923,0.085758836,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
10352,23,400,0.002493766,0.075898802,1,0,0,1,1,0,0,1,0,3,bom pagador
30323,23,820,0.007308161,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
34378,23,929,0.047311828,0.0,1,0,0,1,1,0,0,1,0,3,bom pagador
33365,23,0,6.0,0.280898876,1,0,0,1,1,0,0,1,0,3,bom pagador
35368,23,0,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
879,23,0,249.0,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
3232,23,4583,0.003054101,0.996007984,1,0,0,1,1,0,1,1,0,4,bom pagador
2142,24,1157,0.254749568,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
5037,24,820,0.0,0.9999999,1,1,0,1,1,0,1,1,1,5,bom pagador
24946,24,1879,0.194680851,0.9999999,1,0,0,1,1,0,1,1,0,4,bom pagador
4165,24,5400,520.0,0.9999999,1,0,0,1,0,0,1,1,0,3,bom pagador
