user_id,age,last_month_salary,debt_ratio,using_lines_not_secured_personal_assets,total_loan,more_90_days_overdue,default_flag,age_risk,salary_risk,debt_ratio_risk,using_lines_risk,total_loan_risk,more_90_days_risk,risk_score,user_risk_category
15684,21,5400,0.0,0.0,1,0,0,1,0,0,0,1,0,2,15684 - Risco Moderado a Baixo de Inadimplência
13372,21,2000,0.0,0.0,1,0,0,1,1,0,0,1,0,3,13372 - Risco Moderado a Baixo de Inadimplência
27733,21,1000,0.010989011,0.36963037,1,0,0,1,1,0,0,1,0,3,27733 - Risco Moderado a Baixo de Inadimplência
15572,22,1900,0.007890584,1.007984032,1,0,0,1,1,0,1,1,0,4,15572 - Maior Risco de Inadimplência
33270,22,5400,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,33270 - Risco Moderado a Baixo de Inadimplência
21325,22,1300,0.019215988,0.772025431,1,0,0,1,1,0,1,1,0,4,21325 - Maior Risco de Inadimplência
30240,22,929,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,30240 - Maior Risco de Inadimplência
22193,22,1200,0.205661948,0.9999999,1,0,0,1,1,0,1,1,0,4,22193 - Maior Risco de Inadimplência
3904,22,1,0.5,0.129740519,1,0,0,1,1,1,0,1,0,4,3904 - Maior Risco de Inadimplência
23671,22,929,0.027956989,0.885114885,1,0,0,1,1,0,1,1,0,4,23671 - Maior Risco de Inadimplência
20557,22,0,22.0,0.148770246,1,0,0,1,1,0,0,1,0,3,20557 - Risco Moderado a Baixo de Inadimplência
19143,22,820,0.0,0.0,1,0,0,1,1,0,0,1,0,3,19143 - Risco Moderado a Baixo de Inadimplência
6923,22,7370,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,6923 - Risco Moderado a Baixo de Inadimplência
19053,22,820,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,19053 - Maior Risco de Inadimplência
14112,22,0,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,14112 - Maior Risco de Inadimplência
26111,22,1400,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,26111 - Maior Risco de Inadimplência
4197,22,5400,2.0,0.074925075,1,0,0,1,1,1,0,1,0,4,4197 - Maior Risco de Inadimplência
23577,22,820,0.007308161,0.9999999,1,0,0,1,1,0,1,1,0,4,23577 - Maior Risco de Inadimplência
32951,22,5400,1.0,0.126245847,1,0,0,1,0,1,0,1,0,3,32951 - Risco Moderado a Baixo de Inadimplência
2822,22,3800,0.00394633,1.035928144,1,0,0,1,1,0,1,1,0,4,2822 - Maior Risco de Inadimplência
30918,22,2083,0.051823417,0.0,1,0,0,1,1,0,0,1,0,3,30918 - Risco Moderado a Baixo de Inadimplência
34458,22,300,0.006644518,0.08991009,1,0,0,1,1,0,0,1,0,3,34458 - Risco Moderado a Baixo de Inadimplência
18697,22,1600,0.0,0.018981019,1,0,0,1,1,0,0,1,0,3,18697 - Risco Moderado a Baixo de Inadimplência
6546,22,704,0.0,0.051896208,1,0,0,1,1,0,0,1,0,3,6546 - Risco Moderado a Baixo de Inadimplência
21887,22,526,0.007590133,0.504983389,1,0,0,1,1,0,0,1,0,3,21887 - Risco Moderado a Baixo de Inadimplência
25469,22,5400,346.0,0.9999999,1,0,0,1,0,0,1,1,0,3,25469 - Risco Moderado a Baixo de Inadimplência
7779,22,100,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,7779 - Maior Risco de Inadimplência
6309,22,0,8.0,0.552894212,1,0,0,1,1,0,0,1,0,3,6309 - Risco Moderado a Baixo de Inadimplência
6011,22,1900,0.221462388,0.9999999,1,0,0,1,1,0,1,1,0,4,6011 - Maior Risco de Inadimplência
24115,22,3600,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,24115 - Maior Risco de Inadimplência
35583,22,450,0.002217295,0.089871612,1,0,0,1,1,0,0,1,0,3,35583 - Risco Moderado a Baixo de Inadimplência
20779,22,0,0.0,0.0499002,1,0,0,1,1,0,0,1,0,3,20779 - Risco Moderado a Baixo de Inadimplência
12603,22,929,0.0,0.015968064,1,0,0,1,1,0,0,1,0,3,12603 - Risco Moderado a Baixo de Inadimplência
17182,22,2000,0.006496752,0.723793677,1,0,0,1,1,0,1,1,0,4,17182 - Maior Risco de Inadimplência
7252,22,1760,0.138557638,0.9999999,1,0,0,1,1,0,1,1,0,4,7252 - Maior Risco de Inadimplência
34849,22,1700,0.132275132,0.9999999,1,1,0,1,1,0,1,1,1,5,34849 - Maior Risco de Inadimplência
34674,22,1000,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,34674 - Maior Risco de Inadimplência
3319,22,5400,1.0,0.052434457,1,0,0,1,0,1,0,1,0,3,3319 - Risco Moderado a Baixo de Inadimplência
13819,22,5400,62.0,1.046976512,1,0,0,1,0,0,1,1,0,3,13819 - Risco Moderado a Baixo de Inadimplência
7825,22,820,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,7825 - Maior Risco de Inadimplência
23737,22,820,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,23737 - Maior Risco de Inadimplência
9696,22,0,36.0,0.522477522,1,0,0,1,1,0,0,1,0,3,9696 - Risco Moderado a Baixo de Inadimplência
32341,22,350,0.991452991,0.9999999,1,0,0,1,1,1,1,1,0,5,32341 - Maior Risco de Inadimplência
2243,23,820,0.010962241,0.9999999,1,0,0,1,1,0,1,1,0,4,2243 - Maior Risco de Inadimplência
28293,23,1800,0.036646308,0.739086971,1,0,0,1,1,0,1,1,0,4,28293 - Maior Risco de Inadimplência
31183,23,1300,0.007686395,0.15810995,1,0,0,1,1,0,0,1,0,3,31183 - Risco Moderado a Baixo de Inadimplência
34629,23,929,0.008602151,0.179213857,1,0,0,1,1,0,0,1,0,3,34629 - Risco Moderado a Baixo de Inadimplência
15726,23,5400,14.0,0.938123752,1,0,0,1,0,0,1,1,0,3,15726 - Risco Moderado a Baixo de Inadimplência
2393,23,1000,0.107892108,0.9999999,1,0,0,1,1,0,1,1,0,4,2393 - Maior Risco de Inadimplência
20127,23,500,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,20127 - Maior Risco de Inadimplência
20894,23,3200,0.146204311,0.9999999,1,0,0,1,1,0,1,1,0,4,20894 - Maior Risco de Inadimplência
1791,23,200,0.592039801,0.0,1,0,0,1,1,1,0,1,0,4,1791 - Maior Risco de Inadimplência
34659,23,800,0.02247191,0.9999999,1,0,0,1,1,0,1,1,0,4,34659 - Maior Risco de Inadimplência
19133,23,2000,0.004497751,0.9999999,1,0,0,1,1,0,1,1,0,4,19133 - Maior Risco de Inadimplência
17810,23,2364,0.006765328,1.113772455,1,0,0,1,1,0,1,1,0,4,17810 - Maior Risco de Inadimplência
23337,23,0,2.0,0.07992008,1,0,0,1,1,1,0,1,0,4,23337 - Maior Risco de Inadimplência
32806,23,864,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,32806 - Maior Risco de Inadimplência
2262,23,1200,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,2262 - Maior Risco de Inadimplência
3314,23,5400,582.0,0.9999999,1,0,0,1,0,0,1,1,0,3,3314 - Risco Moderado a Baixo de Inadimplência
14274,23,3500,0.001713796,0.045823787,1,0,0,1,1,0,0,1,0,3,14274 - Risco Moderado a Baixo de Inadimplência
35680,23,736,0.242876526,0.9999999,1,0,0,1,1,0,1,1,0,4,35680 - Maior Risco de Inadimplência
24688,23,820,0.014616322,0.270486342,1,0,0,1,1,0,0,1,0,3,24688 - Risco Moderado a Baixo de Inadimplência
10655,23,3586,0.151658768,0.9999999,1,0,0,1,1,0,1,1,0,4,10655 - Maior Risco de Inadimplência
29602,23,820,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,29602 - Maior Risco de Inadimplência
24255,23,1000,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,24255 - Maior Risco de Inadimplência
9347,23,0,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,9347 - Maior Risco de Inadimplência
2757,23,5400,0.0,0.0,1,0,0,1,0,0,0,1,0,2,2757 - Risco Moderado a Baixo de Inadimplência
29965,23,5400,0.0,0.0,1,0,0,1,0,0,0,1,0,2,29965 - Risco Moderado a Baixo de Inadimplência
23215,23,898,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,23215 - Maior Risco de Inadimplência
24679,23,5400,1.0,0.9999999,1,0,0,1,0,1,1,1,0,4,24679 - Maior Risco de Inadimplência
21989,23,5400,4.0,0.9999999,1,0,0,1,0,1,1,1,0,4,21989 - Maior Risco de Inadimplência
32879,23,820,0.002436054,0.9999999,1,0,0,1,1,0,1,1,0,4,32879 - Maior Risco de Inadimplência
27519,23,820,0.001218027,0.9999999,1,0,0,1,1,0,1,1,0,4,27519 - Maior Risco de Inadimplência
16494,23,2600,0.006920415,0.629370629,1,0,0,1,1,0,0,1,0,3,16494 - Risco Moderado a Baixo de Inadimplência
223,23,1200,0.208992506,0.9999999,1,0,0,1,1,0,1,1,0,4,223 - Maior Risco de Inadimplência
6735,23,1200,0.229808493,0.9999999,1,0,0,1,1,0,1,1,0,4,6735 - Maior Risco de Inadimplência
3569,23,0,0.0,0.0,1,0,0,1,1,0,0,1,0,3,3569 - Risco Moderado a Baixo de Inadimplência
6329,23,1641,0.009135201,0.102779444,1,0,0,1,1,0,0,1,0,3,6329 - Risco Moderado a Baixo de Inadimplência
6958,23,5400,40.0,0.522674865,1,0,0,1,0,0,0,1,0,2,6958 - Risco Moderado a Baixo de Inadimplência
13724,23,5400,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,13724 - Risco Moderado a Baixo de Inadimplência
28152,23,1200,0.000832639,0.9999999,1,0,0,1,1,0,1,1,0,4,28152 - Maior Risco de Inadimplência
24963,23,1100,0.069936421,0.9999999,1,0,0,1,1,0,1,1,0,4,24963 - Maior Risco de Inadimplência
26965,23,500,0.037924152,0.0,1,0,0,1,1,0,0,1,0,3,26965 - Risco Moderado a Baixo de Inadimplência
7486,23,1923,0.085758836,0.9999999,1,0,0,1,1,0,1,1,0,4,7486 - Maior Risco de Inadimplência
10352,23,400,0.002493766,0.075898802,1,0,0,1,1,0,0,1,0,3,10352 - Risco Moderado a Baixo de Inadimplência
30323,23,820,0.007308161,0.9999999,1,0,0,1,1,0,1,1,0,4,30323 - Maior Risco de Inadimplência
34378,23,929,0.047311828,0.0,1,0,0,1,1,0,0,1,0,3,34378 - Risco Moderado a Baixo de Inadimplência
33365,23,0,6.0,0.280898876,1,0,0,1,1,0,0,1,0,3,33365 - Risco Moderado a Baixo de Inadimplência
35368,23,0,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,35368 - Maior Risco de Inadimplência
879,23,0,249.0,0.9999999,1,0,0,1,1,0,1,1,0,4,879 - Maior Risco de Inadimplência
3232,23,4583,0.003054101,0.996007984,1,0,0,1,1,0,1,1,0,4,3232 - Maior Risco de Inadimplência
2142,24,1157,0.254749568,0.9999999,1,0,0,1,1,0,1,1,0,4,2142 - Maior Risco de Inadimplência
5037,24,820,0.0,0.9999999,1,1,0,1,1,0,1,1,1,5,5037 - Maior Risco de Inadimplência
24946,24,1879,0.194680851,0.9999999,1,0,0,1,1,0,1,1,0,4,24946 - Maior Risco de Inadimplência
4165,24,5400,520.0,0.9999999,1,0,0,1,0,0,1,1,0,3,4165 - Risco Moderado a Baixo de Inadimplência
18157,24,0,8.0,0.270729271,1,0,0,1,1,0,0,1,0,3,18157 - Risco Moderado a Baixo de Inadimplência
10287,24,5400,3.0,0.9999999,1,0,0,1,0,1,1,1,0,4,10287 - Maior Risco de Inadimplência
296,24,800,0.61298377,0.9999999,1,0,0,1,1,1,1,1,0,5,296 - Maior Risco de Inadimplência
7324,24,5400,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,7324 - Risco Moderado a Baixo de Inadimplência
12573,24,1000,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,12573 - Maior Risco de Inadimplência
12559,24,1450,0.286698828,0.9999999,1,0,0,1,1,0,1,1,0,4,12559 - Maior Risco de Inadimplência
15966,24,3200,0.135895033,0.9999999,1,0,0,1,1,0,1,1,0,4,15966 - Maior Risco de Inadimplência
35241,24,5400,286.0,0.9999999,1,1,1,1,0,0,1,1,1,4,35241 - Maior Risco de Inadimplência
11111,24,5400,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,11111 - Risco Moderado a Baixo de Inadimplência
8662,24,3438,0.100029078,0.9999999,1,0,0,1,1,0,1,1,0,4,8662 - Maior Risco de Inadimplência
9700,24,5400,19.0,0.169100692,1,0,0,1,0,0,0,1,0,2,9700 - Risco Moderado a Baixo de Inadimplência
18594,24,2252,0.051930759,0.156793728,1,0,0,1,1,0,0,1,0,3,18594 - Risco Moderado a Baixo de Inadimplência
21531,24,2800,0.032845412,0.9999999,1,0,0,1,1,0,1,1,0,4,21531 - Maior Risco de Inadimplência
1714,24,0,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,1714 - Maior Risco de Inadimplência
12694,24,898,0.011123471,0.363636364,1,0,0,1,1,0,0,1,0,3,12694 - Risco Moderado a Baixo de Inadimplência
6123,24,820,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,6123 - Maior Risco de Inadimplência
31409,24,1000,0.005994006,0.0,1,0,0,1,1,0,0,1,0,3,31409 - Risco Moderado a Baixo de Inadimplência
19020,24,5400,4.0,0.26746507,1,0,0,1,0,1,0,1,0,3,19020 - Risco Moderado a Baixo de Inadimplência
29739,24,5400,503.0,0.9999999,1,0,0,1,0,0,1,1,0,3,29739 - Risco Moderado a Baixo de Inadimplência
17681,24,5400,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,17681 - Risco Moderado a Baixo de Inadimplência
11693,24,4500,0.002888247,0.183526589,1,0,0,1,1,0,0,1,0,3,11693 - Risco Moderado a Baixo de Inadimplência
35909,24,2500,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,35909 - Maior Risco de Inadimplência
16873,24,1,5.5,0.37962038,1,0,0,1,1,0,0,1,0,3,16873 - Risco Moderado a Baixo de Inadimplência
19978,24,800,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,19978 - Maior Risco de Inadimplência
20399,24,3000,0.000999667,0.102897103,1,0,0,1,1,0,0,1,0,3,20399 - Risco Moderado a Baixo de Inadimplência
1914,24,1462,0.045112782,0.9999999,1,0,0,1,1,0,1,1,0,4,1914 - Maior Risco de Inadimplência
5361,24,5400,0.0,0.0,1,0,0,1,0,0,0,1,0,2,5361 - Risco Moderado a Baixo de Inadimplência
15986,24,1400,0.014989293,0.65849228,1,1,0,1,1,0,1,1,1,5,15986 - Maior Risco de Inadimplência
4513,24,897,0.0,0.009694032,1,0,0,1,1,0,0,1,0,3,4513 - Risco Moderado a Baixo de Inadimplência
10897,25,5400,241.0,0.9999999,1,0,0,1,0,0,1,1,0,3,10897 - Risco Moderado a Baixo de Inadimplência
32614,25,2745,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,32614 - Maior Risco de Inadimplência
33291,25,2211,0.001356239,0.221556886,1,0,0,1,1,0,0,1,0,3,33291 - Risco Moderado a Baixo de Inadimplência
3012,25,3000,0.001999334,0.403193613,1,0,0,1,1,0,0,1,0,3,3012 - Risco Moderado a Baixo de Inadimplência
2652,25,2500,0.158736505,0.9999999,1,0,0,1,1,0,1,1,0,4,2652 - Maior Risco de Inadimplência
34847,25,5400,122.0,0.9999999,1,0,0,1,0,0,1,1,0,3,34847 - Risco Moderado a Baixo de Inadimplência
19869,25,0,7.0,0.180585296,1,0,0,1,1,0,0,1,0,3,19869 - Risco Moderado a Baixo de Inadimplência
21895,25,3750,0.090109304,0.9999999,1,0,0,1,1,0,1,1,0,4,21895 - Maior Risco de Inadimplência
30395,25,2360,0.002964845,0.246753247,1,0,0,1,1,0,0,1,0,3,30395 - Risco Moderado a Baixo de Inadimplência
2925,25,820,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,2925 - Maior Risco de Inadimplência
32691,25,2128,0.00234852,0.030895048,1,0,0,1,1,0,0,1,0,3,32691 - Risco Moderado a Baixo de Inadimplência
24268,25,3500,0.001142531,0.9999999,1,0,0,1,1,0,1,1,0,4,24268 - Maior Risco de Inadimplência
23117,25,5400,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,23117 - Risco Moderado a Baixo de Inadimplência
1457,25,5500,0.000727141,0.26746507,1,0,0,1,0,0,0,1,0,2,1457 - Risco Moderado a Baixo de Inadimplência
19945,25,0,1.0,0.058941059,1,0,0,1,1,1,0,1,0,4,19945 - Maior Risco de Inadimplência
33651,25,764,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,33651 - Maior Risco de Inadimplência
20677,25,2000,0.0,0.0,1,0,0,1,1,0,0,1,0,3,20677 - Risco Moderado a Baixo de Inadimplência
35314,25,2050,0.113115553,0.9999999,1,0,0,1,1,0,1,1,0,4,35314 - Maior Risco de Inadimplência
15697,25,5400,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,15697 - Risco Moderado a Baixo de Inadimplência
19576,25,3223,0.09646402,0.9999999,1,0,0,1,1,0,1,1,0,4,19576 - Maior Risco de Inadimplência
9060,25,3375,0.293246445,1.596537949,1,5,1,1,1,0,1,1,0,4,9060 - Maior Risco de Inadimplência
16308,25,3100,0.107062238,0.9999999,1,0,0,1,1,0,1,1,0,4,16308 - Maior Risco de Inadimplência
8470,25,5400,0.0,0.0,1,0,0,1,0,0,0,1,0,2,8470 - Risco Moderado a Baixo de Inadimplência
15558,25,1,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,15558 - Maior Risco de Inadimplência
6061,25,3300,0.003332324,0.796407186,1,0,0,1,1,0,1,1,0,4,6061 - Maior Risco de Inadimplência
10742,25,3000,0.078640453,0.9999999,1,0,0,1,1,0,1,1,0,4,10742 - Maior Risco de Inadimplência
13544,25,5400,170.0,0.9999999,1,0,0,1,0,0,1,1,0,3,13544 - Risco Moderado a Baixo de Inadimplência
24175,25,3435,0.075960419,0.9999999,1,0,0,1,1,0,1,1,0,4,24175 - Maior Risco de Inadimplência
16845,25,1500,0.001998668,0.101898102,1,0,0,1,1,0,0,1,0,3,16845 - Risco Moderado a Baixo de Inadimplência
18797,25,1600,0.08119925,0.9999999,1,0,0,1,1,0,1,1,0,4,18797 - Maior Risco de Inadimplência
30760,25,2000,0.046976512,0.9999999,1,1,0,1,1,0,1,1,1,5,30760 - Maior Risco de Inadimplência
6622,26,0,190.0,0.9999999,1,1,0,1,1,0,1,1,1,5,6622 - Maior Risco de Inadimplência
2253,26,3917,0.011740684,0.213303708,1,0,0,1,1,0,0,1,0,3,2253 - Risco Moderado a Baixo de Inadimplência
24960,26,5400,20.0,0.029303074,1,0,0,1,0,0,0,1,0,2,24960 - Risco Moderado a Baixo de Inadimplência
5783,26,5400,537.0,0.9999999,1,0,0,1,0,0,1,1,0,3,5783 - Risco Moderado a Baixo de Inadimplência
34650,26,5400,327.0,0.9999999,1,0,0,1,0,0,1,1,0,3,34650 - Risco Moderado a Baixo de Inadimplência
30607,26,5400,1396.0,0.9999999,1,0,0,1,0,0,1,1,0,3,30607 - Risco Moderado a Baixo de Inadimplência
1828,26,5400,20.0,0.9999999,1,0,0,1,0,0,1,1,0,3,1828 - Risco Moderado a Baixo de Inadimplência
13799,26,764,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,13799 - Maior Risco de Inadimplência
13311,26,5400,23.0,0.155168966,1,0,0,1,0,0,0,1,0,2,13311 - Risco Moderado a Baixo de Inadimplência
33486,26,2500,0.132746901,0.9999999,1,0,0,1,1,0,1,1,0,4,33486 - Maior Risco de Inadimplência
21391,26,800,0.014981273,0.06483362,1,0,0,1,1,0,0,1,0,3,21391 - Risco Moderado a Baixo de Inadimplência
17443,26,4160,0.0,0.0,1,0,0,1,1,0,0,1,0,3,17443 - Risco Moderado a Baixo de Inadimplência
33082,26,5400,251.0,0.9999999,1,0,0,1,0,0,1,1,0,3,33082 - Risco Moderado a Baixo de Inadimplência
21695,26,6640,0.097575666,0.9999999,1,3,0,1,0,0,1,1,0,3,21695 - Risco Moderado a Baixo de Inadimplência
17904,26,5400,75.0,0.99960016,1,0,0,1,0,0,1,1,0,3,17904 - Risco Moderado a Baixo de Inadimplência
5243,26,5400,0.0,0.0,1,0,0,1,0,0,0,1,0,2,5243 - Risco Moderado a Baixo de Inadimplência
5805,26,1000,0.056943057,0.875511131,1,0,0,1,1,0,1,1,0,4,5805 - Maior Risco de Inadimplência
21983,26,740,0.361673414,0.9999999,1,0,0,1,1,0,1,1,0,4,21983 - Maior Risco de Inadimplência
34027,26,4346,0.000230044,0.071856287,1,0,0,1,1,0,0,1,0,3,34027 - Risco Moderado a Baixo de Inadimplência
25250,26,1200,0.215653622,0.9999999,1,0,0,1,1,0,1,1,0,4,25250 - Maior Risco de Inadimplência
10827,26,5400,0.0,0.0,1,0,0,1,0,0,0,1,0,2,10827 - Risco Moderado a Baixo de Inadimplência
32239,26,2600,0.003844675,0.136345462,1,0,0,1,1,0,0,1,0,3,32239 - Risco Moderado a Baixo de Inadimplência
5523,26,2917,0.125085675,0.9999999,1,0,0,1,1,0,1,1,0,4,5523 - Maior Risco de Inadimplência
22475,26,600,0.063227953,0.862758161,1,0,0,1,1,0,1,1,0,4,22475 - Maior Risco de Inadimplência
34466,26,500,0.071856287,0.54491018,1,1,0,1,1,0,0,1,1,4,34466 - Maior Risco de Inadimplência
23662,26,2558,0.005861665,0.521478521,1,0,0,1,1,0,0,1,0,3,23662 - Risco Moderado a Baixo de Inadimplência
17970,26,400,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,17970 - Maior Risco de Inadimplência
11695,26,5400,170.0,0.9999999,1,0,0,1,0,0,1,1,0,3,11695 - Risco Moderado a Baixo de Inadimplência
14355,26,4166,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,14355 - Maior Risco de Inadimplência
35686,26,500,0.395209581,0.9999999,1,0,0,1,1,0,1,1,0,4,35686 - Maior Risco de Inadimplência
16957,26,0,0.0,0.0,1,0,0,1,1,0,0,1,0,3,16957 - Risco Moderado a Baixo de Inadimplência
20322,26,5400,40.0,0.236771519,1,0,0,1,0,0,0,1,0,2,20322 - Risco Moderado a Baixo de Inadimplência
12177,26,1935,0.034607438,0.9999999,1,3,1,1,1,0,1,1,0,4,12177 - Maior Risco de Inadimplência
23889,26,3856,0.133782733,0.9999999,1,0,0,1,1,0,1,1,0,4,23889 - Maior Risco de Inadimplência
14907,26,4400,0.0,0.0,1,0,0,1,1,0,0,1,0,3,14907 - Risco Moderado a Baixo de Inadimplência
14147,26,5400,3.0,0.086608927,1,0,0,1,0,1,0,1,0,3,14147 - Risco Moderado a Baixo de Inadimplência
25878,26,5400,9.0,1.089700997,1,0,0,1,1,0,1,1,0,4,25878 - Maior Risco de Inadimplência
14237,26,5400,387.0,0.9999999,1,0,0,1,0,0,1,1,0,3,14237 - Risco Moderado a Baixo de Inadimplência
1378,26,900,0.011098779,0.847880299,1,1,0,1,1,0,1,1,1,5,1378 - Maior Risco de Inadimplência
19527,27,2083,0.0,0.0,1,0,0,1,1,0,0,1,0,3,19527 - Risco Moderado a Baixo de Inadimplência
1943,27,1500,0.294470353,0.0,1,1,0,1,1,0,0,1,1,4,1943 - Maior Risco de Inadimplência
27220,27,1583,0.014520202,0.9999999,1,0,0,1,1,0,1,1,0,4,27220 - Maior Risco de Inadimplência
28504,27,5400,89.0,0.9999999,1,1,0,1,0,0,1,1,1,4,28504 - Maior Risco de Inadimplência
24994,27,5400,0.0,0.9999999,1,0,0,1,0,0,1,1,0,3,24994 - Risco Moderado a Baixo de Inadimplência
24719,27,1,19.5,0.415528157,1,0,0,1,1,0,0,1,0,3,24719 - Risco Moderado a Baixo de Inadimplência
16899,27,5400,27.0,0.361855258,1,0,0,1,0,0,0,1,0,2,16899 - Risco Moderado a Baixo de Inadimplência
9562,27,5400,0.0,0.0,1,0,0,1,0,0,0,1,0,2,9562 - Risco Moderado a Baixo de Inadimplência
27244,27,2100,0.455021418,0.9999999,1,0,0,1,1,0,1,1,0,4,27244 - Maior Risco de Inadimplência
24900,27,1500,0.0,0.0,1,0,0,1,1,0,0,1,0,3,24900 - Risco Moderado a Baixo de Inadimplência
28480,27,2200,0.003634711,0.564870259,1,0,0,1,1,0,0,1,0,3,28480 - Risco Moderado a Baixo de Inadimplência
12706,27,5400,0.0,0.015968064,1,0,0,1,0,0,0,1,0,2,12706 - Risco Moderado a Baixo de Inadimplência
30285,27,1500,0.180546302,0.9999999,1,0,0,1,1,0,1,1,0,4,30285 - Maior Risco de Inadimplência
4002,27,1,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,4002 - Maior Risco de Inadimplência
35990,27,5400,121.0,0.9635801,1,0,0,1,0,0,1,1,0,3,35990 - Risco Moderado a Baixo de Inadimplência
5048,27,567,0.338028169,0.9999999,1,1,0,1,1,0,1,1,1,5,5048 - Maior Risco de Inadimplência
24597,27,3500,0.0,0.9999999,1,0,0,1,1,0,1,1,0,4,24597 - Maior Risco de Inadimplência
30803,27,2992,0.031072503,0.874726648,1,0,0,1,1,0,1,1,0,4,30803 - Maior Risco de Inadimplência
18788,27,5400,28.0,0.947052947,1,0,0,1,0,0,1,1,0,3,18788 - Risco Moderado a Baixo de Inadimplência
12817,27,1800,0.003331483,0.026996625,1,0,0,1,1,0,0,1,0,3,12817 - Risco Moderado a Baixo de Inadimplência
